cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
39,18,69,34,15,69,020905110
68,40,93,70,43,94,020905111
54,26,83,54,26,84,020905113
48,22,78,48,23,76,020905114
49,23,82,48,24,79,020905115
39,17,73,31,10,64,020905116
52,13,76,52,6,72,020906002
46,18,79,44,19,75,020906041
34,19,69,34,19,72,020906104
44,13,69,40,4,59,020907001
34,12,65,38,16,71,020907042
40,21,71,38,19,67,020907102
33,16,65,26,10,59,020907106
34,15,65,30,13,62,020907107
70,30,87,65,17,80,020908001
24,7,49,17,0,30,020908004
77,44,89,74,32,84,020908007
75,30,90,68,17,82,020908009
68,39,91,72,45,93,020908041
64,43,85,67,48,87,020908042
64,35,87,66,39,89,020908043
78,54,93,79,59,93,020908044
50,28,80,51,28,81,020908101
56,30,84,58,34,85,020908102
70,44,91,72,50,91,020908103
43,23,73,39,24,72,020908104
66,38,89,57,30,85,020908105
57,36,81,58,37,83,020908106
68,39,90,71,45,92,020908107
70,49,89,65,44,87,020908108
69,45,89,72,51,91,020908109
79,55,93,76,55,93,020908110
73,50,94,70,48,92,020908111
59,36,81,62,37,81,020908112
67,40,90,66,40,90,020908113
63,33,90,63,33,92,020908114
71,45,93,62,37,90,020908115
13,0,63,20,0,40,020910001
23,10,53,17,12,48,020910101
29,13,73,18,9,65,021803001
18,4,52,21,4,56,021803102
28,10,67,37,14,72,021805041
51,23,84,57,28,86,021805101
25,11,61,23,13,60,021805102
59,31,90,55,27,83,021805105
68,33,83,61,17,75,021901001
78,39,89,69,18,82,021901003
69,29,86,63,13,77,021901004
,,,,,,021901015
61,35,86,60,38,85,021901041
57,35,81,60,40,84,021901042
59,33,82,62,39,84,021901043
45,23,76,48,27,77,021901101
36,16,63,38,18,65,021901102
42,25,70,43,29,72,021901104
59,34,85,54,28,83,021901105
71,47,89,71,50,89,021901107
64,39,88,63,40,87,021901108
44,21,72,44,24,74,021901109
59,33,87,58,33,85,021901110
51,28,79,48,29,80,021901111
55,32,81,49,29,78,021901201
61,35,86,54,28,81,021901202
65,39,88,58,33,85,021901203
41,12,65,37,2,55,021902001
36,9,62,28,1,52,021902002
81,18,96,83,5,95,021902003
,,,,,,021902014
5,1,30,5,1,22,021902017
35,14,67,41,19,71,021902041
35,16,70,28,12,63,021902045
41,21,73,37,18,70,021902046
36,17,69,38,18,69,021902047
41,15,81,30,8,78,021902101
40,16,79,40,18,80,021902103
32,13,69,32,18,69,021902105
41,20,77,32,14,73,021902106
34,16,69,33,16,68,021902107
50,27,81,48,30,81,021902108
37,22,64,36,21,64,021902110
56,25,83,57,25,81,021902112
44,22,80,34,17,76,021902113
30,14,62,24,13,60,021902114
37,13,74,32,13,76,021902115
48,28,73,44,29,75,021902117
45,18,83,45,19,84,021902118
35,15,69,36,20,71,021902119
28,9,52,23,5,39,022004001
73,29,90,62,10,83,022901001
47,21,80,49,24,84,022901041
40,17,78,49,23,85,022901101
60,22,93,70,33,100,022902001
65,13,96,88,25,100,022903101
52,20,86,47,18,85,023902001
41,12,71,36,4,59,024901001
27,9,57,30,13,61,024901041
33,12,68,33,14,69,024901101
55,18,78,53,9,67,025901001
47,18,83,49,21,84,025901041
40,20,74,38,22,75,025901101
45,12,73,42,5,63,025902001
-1,-1,-1,-1,-1,-1,025902003
40,18,69,43,22,69,025902041
41,18,72,41,17,70,025902101
45,30,72,38,27,67,025902106
44,22,71,45,25,69,025902107
,,,,,,025902108
29,17,72,25,19,75,025902109
37,14,66,42,14,68,025904001
55,20,80,60,24,76,025905001
32,10,70,34,17,75,025905101
50,20,80,51,26,76,025906001
49,20,76,53,23,77,025908001
,,,,,,025908003
64,23,86,59,10,79,025909001
52,22,86,52,28,84,025909041
43,18,79,54,25,85,025909101
66,25,84,55,10,73,026901001
45,19,80,50,23,84,026901041
34,12,70,39,16,73,026901042
42,25,75,41,25,72,026901101
28,9,63,28,6,59,026902001
27,10,61,29,11,63,026902101
30,12,64,27,9,59,026903002
46,23,77,48,23,81,026903101
50,15,76,44,5,66,027903001
18,0,74,24,0,62,027903003
34,13,69,38,16,67,027903041
43,19,74,39,20,74,027903102
41,23,73,41,25,74,027903104
46,14,71,42,6,62,027904001
21,6,51,15,4,54,027904002
37,15,70,42,21,73,027904041
45,24,75,43,27,79,027904101
47,24,77,46,21,80,027904102
30,12,64,33,16,66,027904103
59,33,89,71,46,91,027904104
36,9,65,33,4,55,028902001
26,2,84,29,0,67,028902038
34,14,66,32,13,65,028902045
37,17,67,39,18,71,028902101
31,15,62,30,15,66,028902103
39,19,72,35,15,70,028902104
27,14,58,29,18,62,028902105
25,11,58,24,10,60,028902106
42,12,70,34,4,58,028903001
25,10,58,28,13,60,028903041
26,11,60,28,12,64,028903101
20,5,55,24,5,59,028906001
56,20,79,44,6,66,029901001
32,8,68,6,0,31,029901003
36,15,72,38,18,74,029901043
72,41,94,63,36,93,029901101
56,27,87,49,24,87,029901102
55,26,89,61,25,97,029901105
45,21,80,41,21,80,029901107
49,15,77,56,20,79,030901001
41,17,69,45,21,73,030901101
48,16,77,41,8,66,030902001
46,18,77,44,18,77,030902041
43,20,75,49,25,79,030902103
49,15,78,41,10,67,030903001
47,15,79,38,14,68,030903041
40,19,77,41,24,78,030903101
72,25,91,58,6,81,030906001
67,33,86,64,32,93,030906041
46,20,75,52,26,78,030906101
63,26,82,52,12,71,031901001
49,15,75,37,3,60,031901002
60,22,81,48,6,68,031901003
50,16,76,41,6,64,031901004
31,7,70,14,0,53,031901006
58,24,78,43,5,63,031901007
89,32,98,90,18,97,031901008
71,29,89,65,16,82,031901009
,,,,,,031901034
47,21,79,41,19,76,031901043
41,18,74,40,17,72,031901044
44,19,77,45,22,76,031901045
41,15,76,41,18,73,031901046
50,25,79,50,26,76,031901047
40,15,72,33,12,67,031901048
38,15,74,38,15,71,031901051
42,17,79,42,20,77,031901053
55,27,84,55,29,82,031901054
52,24,81,50,23,80,031901055
6,1,35,11,4,30,031901056
38,15,71,36,16,69,031901101
43,20,78,40,22,80,031901102
56,27,87,63,26,88,031901103
58,31,87,55,26,90,031901104
41,15,79,40,14,78,031901105
53,26,86,47,24,83,031901106
74,42,92,77,45,90,031901108
46,23,82,42,23,79,031901109
47,20,81,44,21,82,031901110
62,31,91,68,30,94,031901111
44,22,77,39,19,76,031901112
48,22,84,36,13,82,031901113
52,23,86,45,21,88,031901115
35,17,74,37,20,77,031901117
41,16,77,41,16,79,031901120
55,23,85,56,23,83,031901121
47,22,83,41,20,80,031901122
58,30,88,54,26,87,031901123
48,25,80,38,19,80,031901124
46,20,79,40,16,79,031901126
18,7,62,18,0,50,031901127
56,29,81,44,21,76,031901128
47,23,81,44,24,82,031901129
64,31,94,60,26,94,031901130
61,25,89,63,20,90,031901131
63,33,90,60,32,89,031901132
46,22,78,42,21,75,031901133
62,30,90,61,28,92,031901134
58,30,88,53,25,88,031901135
53,26,88,45,21,87,031901136
72,45,93,70,45,93,031901137
57,28,88,58,29,89,031901138
76,44,96,70,38,94,031901139
59,33,86,54,30,86,031901140
56,31,87,51,27,88,031901141
70,40,95,66,35,95,031901142
58,34,85,57,32,85,031901143
61,33,89,57,32,88,031901144
47,15,74,37,4,62,031903001
52,22,74,39,6,61,031903002
19,6,45,15,3,28,031903003
,,,,,,031903004
90,37,100,91,22,99,031903005
61,22,83,55,11,74,031903007
84,42,98,87,38,99,031903008
49,21,79,46,22,76,031903041
44,18,79,40,19,74,031903042
41,17,76,37,17,72,031903043
47,22,78,44,20,74,031903044
48,21,78,46,23,76,031903045
50,22,81,45,21,79,031903102
40,19,77,40,22,78,031903103
51,26,85,49,25,86,031903104
47,20,83,49,23,85,031903105
66,33,96,59,25,97,031903106
48,20,77,46,15,79,031903107
48,25,79,40,22,78,031903108
32,16,66,29,15,64,031903109
51,25,82,45,18,79,031903110
54,28,87,54,28,86,031903111
34,18,72,37,22,75,031903112
61,31,91,58,32,93,031903114
44,20,83,44,24,87,031903116
49,24,82,55,29,84,031903117
,,,,,,031903118
48,24,80,47,23,81,031903120
52,28,80,47,25,80,031903122
61,32,90,65,41,89,031903123
-1,-1,-1,-1,-1,-1,031903204
53,17,79,46,5,69,031905001
9,3,53,5,0,34,031905002
40,16,78,44,20,80,031905041
42,21,76,41,23,75,031905101
40,16,75,39,20,74,031905103
45,21,76,36,16,72,031905105
38,19,77,42,23,76,031905106
71,31,87,61,12,78,031906001
30,2,80,33,1,75,031906002
,,,,,,031906003
,,,,,,031906005
59,30,88,51,28,85,031906041
52,24,82,48,23,78,031906042
53,29,86,51,29,89,031906101
60,36,88,54,37,88,031906102
49,25,84,43,20,85,031906103
54,28,87,47,26,85,031906104
58,29,84,55,29,83,031906105
60,29,89,55,26,88,031906106
60,31,89,49,22,89,031906107
75,48,94,70,49,93,031906108
71,47,93,68,44,92,031906109
61,33,92,52,31,91,031906110
41,9,73,42,3,64,031909001
,,,,,,031909003
36,14,76,42,19,78,031909041
48,23,84,47,25,82,031909101
37,20,75,38,18,80,031909102
47,13,73,39,7,61,031911001
,,,,,,031911002
38,16,75,40,17,76,031911041
36,16,72,34,17,70,031911103
39,10,66,30,2,52,031912001
,,,,,,031912003
,,,,,,031912004
,,,,,,031912005
55,15,83,49,6,68,031912007
,,,,,,031912008
10,2,40,4,0,13,031912009
40,16,72,41,18,68,031912041
30,11,64,33,15,63,031912042
36,14,70,35,16,69,031912043
37,18,67,30,16,62,031912101
63,35,93,56,29,92,031912103
58,26,85,52,21,83,031912104
43,20,80,42,19,79,031912108
16,6,53,20,9,59,031912109
44,20,76,42,21,72,031912110
46,22,84,37,16,80,031912112
46,19,85,39,18,85,031912114
55,29,88,53,29,88,031912115
47,23,82,47,21,81,031912116
31,17,65,30,15,66,031912117
,,,,,,031912201
26,7,61,19,1,47,031913001
4,0,25,3,0,10,031913007
31,6,57,36,4,61,031913041
33,12,71,34,17,70,031913042
28,10,63,32,14,71,031913101
44,8,75,41,3,64,031914001
32,11,70,40,16,73,031914041
45,20,80,44,21,83,031914101
72,29,91,71,14,86,031916001
74,25,90,70,11,85,031916003
84,30,96,84,18,94,031916004
87,43,96,87,32,95,031916005
85,58,97,86,58,98,031916041
84,52,97,80,48,97,031916042
74,26,91,72,3,86,032902002
54,24,89,58,28,92,032902041
52,23,87,59,33,95,032902103
73,32,97,56,25,93,032902105
64,33,88,57,23,83,033901001
77,33,90,72,16,83,033902001
63,34,87,63,38,89,033902041
59,34,88,58,31,88,033902101
46,13,82,48,14,79,033904001
51,23,84,50,29,84,033904102
50,16,77,44,8,66,034901001
46,21,78,47,25,75,034901042
57,31,85,56,30,84,034901106
43,21,74,39,19,78,034902001
72,27,92,71,16,88,034903001
45,18,77,49,24,77,034903041
46,23,80,48,26,82,034903101
63,19,87,51,7,74,034905002
27,8,65,41,16,73,034905041
38,16,78,39,18,80,034905102
51,13,73,44,2,65,034906001
54,27,83,55,32,84,034906041
34,15,74,35,19,76,034906101
56,19,75,49,6,65,034907001
45,20,76,51,28,78,034907041
42,16,79,52,21,88,034907101
39,11,69,41,14,66,034909001
34,13,80,34,13,81,034909101
49,13,79,39,3,70,035901001
26,10,64,25,13,61,035901041
38,17,67,37,19,67,035901102
43,16,79,37,16,74,035902001
76,45,94,76,42,93,035903001
55,13,83,53,6,74,036901001
58,27,84,56,29,84,036901041
43,23,78,38,21,79,036901101
80,40,91,72,20,84,036902001
67,37,91,63,33,90,036902042
73,43,92,65,38,88,036902043
70,45,93,69,45,93,036902104
72,44,95,68,44,95,036902105
59,21,83,47,6,69,036903001
39,16,77,41,20,77,036903041
54,28,86,50,25,87,036903101
55,15,78,49,3,68,037901001
44,18,84,40,22,83,037901041
35,14,69,27,13,63,037901101
48,14,74,41,5,63,037904002
,,,,,,037904004
34,14,73,42,21,78,037904042
31,13,66,29,11,65,037904043
41,18,80,41,22,80,037904102
42,16,78,45,19,80,037904103
34,14,66,35,16,65,037904104
44,22,74,44,26,74,037904105
58,24,79,51,8,70,037907002
45,20,78,40,20,74,037907041
42,20,80,44,22,88,037907100
44,23,82,46,29,80,037907102
35,11,72,35,12,69,037908001
43,16,67,44,13,65,037909001
45,24,80,44,29,83,037909101
60,22,85,55,8,74,038901001
51,22,86,48,20,85,038901041
56,30,88,55,32,90,038901102
57,20,81,48,6,74,039902001
59,29,88,57,31,88,039902041
52,28,84,50,27,84,039902101
40,12,71,43,13,70,039903001
41,19,76,42,22,77,039903101
55,28,81,67,33,86,039904001
44,20,72,47,21,70,039905001
18,4,54,20,4,48,040901001
0,0,13,-1,-1,-1,040901002
45,17,81,45,14,79,040902001
51,23,82,53,24,87,041901001
56,25,79,49,19,73,041902001
,,,,,,041902002
,,,,,,041902005
38,17,75,39,16,76,041902101
-1,-1,-1,-1,-1,-1,041902180
65,29,85,57,11,75,042901001
33,13,65,34,15,64,042901041
35,13,70,34,12,68,042901102
52,19,79,49,18,76,042903001
39,10,81,34,8,77,042903101
49,15,83,47,16,77,042905001
75,45,95,79,49,96,043801001
63,33,86,58,31,88,043802101
80,46,90,73,26,85,043901001
82,44,94,85,37,93,043901002
74,46,92,74,50,93,043901042
78,52,93,80,55,94,043901043
80,57,93,80,60,93,043901044
43,21,81,42,19,84,043901101
38,19,71,37,18,71,043901102
54,29,83,49,27,82,043901104
66,36,90,62,38,89,043901105
74,53,91,72,52,90,043901106
71,48,91,68,45,90,043901107
80,58,95,77,56,96,043901108
70,41,93,68,40,93,043901109
66,41,88,66,43,89,043901110
85,64,97,83,61,97,043901111
70,43,90,67,42,89,043901112
84,62,96,81,61,97,043901113
71,44,91,68,43,90,043901114
87,67,97,82,66,96,043901115
71,45,92,70,44,93,043901116
82,60,95,80,59,95,043901117
71,47,93,69,49,94,043901118
84,59,97,82,58,97,043901119
57,19,80,46,7,70,043902001
46,20,80,44,22,79,043902041
52,26,85,55,29,87,043902101
43,21,76,43,24,76,043902103
50,25,83,46,20,80,043902105
67,25,87,67,13,84,043903001
68,37,91,67,41,91,043903041
57,30,86,61,36,89,043903101
67,42,92,70,45,93,043903104
67,22,84,65,11,78,043904001
51,22,83,54,27,85,043904041
54,27,87,54,28,86,043904102
76,41,90,72,25,84,043905001
88,53,95,85,36,93,043905002
,,,,,,043905004
92,53,98,91,39,97,043905005
87,55,95,87,41,93,043905006
84,47,94,80,33,91,043905007
77,37,91,73,23,87,043905008
84,49,95,83,33,92,043905009
92,56,97,91,39,95,043905010
90,61,97,85,45,94,043905011
80,40,91,76,22,86,043905012
56,30,84,55,33,83,043905041
66,38,89,64,39,88,043905043
86,60,97,84,57,97,043905044
75,47,93,69,44,91,043905045
81,51,96,80,54,95,043905046
70,44,91,66,41,89,043905047
86,68,96,82,60,95,043905048
70,41,93,72,44,93,043905049
72,44,91,71,48,90,043905050
75,49,92,74,50,91,043905051
75,47,93,75,46,93,043905052
69,40,91,68,41,90,043905053
78,55,94,75,55,94,043905054
75,46,94,72,45,92,043905055
84,60,96,82,60,96,043905056
82,55,96,80,53,96,043905057
89,71,97,85,63,97,043905058
51,26,81,52,28,84,043905102
78,52,95,77,55,95,043905103
66,40,90,64,39,91,043905104
76,58,93,76,58,94,043905105
39,16,72,39,16,72,043905106
74,46,92,73,47,92,043905107
43,23,69,48,31,73,043905108
82,59,96,85,64,98,043905109
57,32,83,58,36,85,043905110
65,44,86,67,46,87,043905111
75,50,95,76,53,95,043905112
65,39,88,65,39,89,043905113
73,52,91,71,50,92,043905114
68,42,89,70,44,90,043905115
69,45,90,69,46,93,043905116
75,47,91,76,52,92,043905117
75,50,93,77,53,96,043905118
74,48,91,72,47,93,043905119
61,36,85,58,40,88,043905120
57,35,84,59,39,86,043905121
76,53,94,77,54,96,043905122
72,48,90,70,48,90,043905123
70,43,92,69,46,95,043905124
64,40,87,64,42,88,043905125
46,24,74,51,29,79,043905126
62,36,89,64,39,91,043905127
62,36,87,65,40,89,043905128
75,51,92,76,51,93,043905129
57,33,84,59,37,85,043905130
76,48,95,76,48,95,043905131
71,45,91,74,45,92,043905132
64,39,89,65,42,93,043905133
79,58,95,78,59,96,043905134
76,50,96,73,47,97,043905136
63,37,89,64,39,90,043905137
89,71,98,86,73,98,043905138
74,46,94,70,48,95,043905139
72,51,93,77,56,94,043905140
52,29,79,57,33,83,043905141
72,52,88,70,55,88,043905142
89,69,98,87,67,98,043905143
75,50,92,74,51,94,043905144
64,27,83,59,15,76,043907002
76,33,91,71,18,86,043907004
33,0,67,-1,-1,-1,043907005
-1,-1,-1,-1,-1,-1,043907006
77,37,90,73,21,85,043907007
64,37,88,60,34,85,043907041
73,44,92,68,40,89,043907043
50,25,80,48,22,78,043907044
63,34,88,61,34,86,043907045
73,45,92,70,44,91,043907046
37,17,64,35,14,65,043907102
33,15,69,38,18,73,043907104
33,16,71,34,15,76,043907105
34,18,65,36,22,68,043907107
71,45,91,77,53,93,043907108
72,46,94,75,50,96,043907109
57,35,86,57,35,88,043907111
55,26,84,58,30,86,043907112
68,41,89,70,47,89,043907113
76,50,94,78,53,97,043907115
72,47,92,69,47,93,043907116
43,23,75,46,30,79,043907117
28,13,58,31,15,64,043907118
45,24,79,52,31,85,043907119
66,41,87,67,41,89,043907120
56,31,82,57,32,83,043907121
66,40,89,68,40,90,043907122
57,33,85,57,34,88,043907123
48,23,80,53,29,83,043907124
66,41,90,68,42,92,043907126
,,,,,,043907197
75,32,90,73,21,86,043908001
72,41,91,66,39,88,043908101
73,47,96,74,49,96,043908102
60,35,87,59,35,86,043908105
72,51,85,12,1,41,043910001
59,19,81,61,16,78,043910003
65,21,84,69,17,82,043910004
68,29,85,72,24,83,043910005
72,52,83,56,34,66,043910006
66,24,86,73,23,86,043910007
88,41,97,93,27,98,043910008
87,49,94,88,43,93,043910009
82,64,91,19,1,58,043910010
69,27,87,71,21,84,043910011
,,,,,,043910025
50,23,79,46,22,75,043910042
54,27,83,58,34,84,043910043
64,37,87,61,37,84,043910044
45,19,76,41,20,73,043910045
44,19,76,43,20,77,043910046
78,54,93,76,51,92,043910047
61,34,85,63,38,87,043910048
64,40,86,66,42,87,043910049
71,45,90,71,50,90,043910050
52,27,80,53,29,79,043910052
88,68,97,87,65,97,043910053
79,53,95,77,50,94,043910054
70,47,88,68,47,88,043910056
45,23,78,43,24,81,043910101
39,19,76,36,16,76,043910102
36,17,75,35,17,78,043910103
37,19,69,44,21,75,043910104
38,16,69,40,19,72,043910105
59,37,83,60,40,83,043910106
67,40,88,73,44,90,043910108
46,22,75,41,20,75,043910109
49,26,74,46,24,74,043910111
50,24,78,51,24,80,043910112
39,20,68,37,23,75,043910113
68,40,90,68,42,90,043910114
68,44,88,69,46,90,043910115
64,38,87,66,45,89,043910116
33,15,69,35,17,72,043910117
66,41,92,66,40,93,043910118
47,24,78,52,31,83,043910119
43,22,70,44,24,73,043910120
69,43,88,67,44,88,043910121
83,59,96,83,59,97,043910122
70,48,89,66,46,89,043910123
56,32,83,60,34,83,043910124
70,47,91,73,53,94,043910125
58,34,84,57,35,86,043910126
52,29,80,51,29,83,043910127
69,46,86,69,49,89,043910128
74,51,93,76,54,95,043910129
57,33,80,58,32,81,043910130
67,43,91,65,45,92,043910131
77,51,93,77,54,95,043910132
87,69,96,86,70,96,043910133
70,47,89,73,51,90,043910134
62,37,87,58,34,88,043910135
85,65,96,84,67,97,043910136
80,56,94,79,60,96,043910138
74,54,92,74,57,92,043910139
79,59,95,83,63,97,043910140
77,55,93,78,60,94,043910141
66,43,90,70,46,94,043910142
56,31,81,57,32,79,043910143
85,65,95,86,69,96,043910144
77,55,94,77,54,94,043910145
64,43,88,65,46,90,043910148
36,16,75,37,17,79,043910149
,,,,,,043910200
60,24,82,49,9,70,043911001
61,34,85,59,33,84,043911041
41,19,78,40,21,80,043911101
53,28,81,43,22,72,043911102
41,21,73,38,21,75,043911103
40,21,72,39,24,70,043911104
51,29,83,51,30,85,043911105
82,40,93,78,23,88,043912001
76,47,94,75,46,94,043912041
68,38,91,68,41,92,043912042
63,36,89,61,37,91,043912101
57,31,84,60,31,87,043912102
65,36,90,65,37,92,043912103
74,46,95,73,49,96,043912104
70,43,92,70,44,93,043912105
62,38,88,64,42,89,043912106
61,35,87,61,33,88,043912107
68,43,93,64,42,94,043912108
69,45,92,68,46,93,043912109
81,44,92,75,24,86,043914001
76,38,90,69,19,82,043914003
45,13,72,25,0,48,043914004
68,42,89,69,45,90,043914041
68,41,91,59,34,87,043914042
70,40,92,68,39,91,043914043
68,42,91,61,34,86,043914044
74,47,93,74,47,92,043914045
73,50,93,64,41,89,043914046
69,38,93,66,39,94,043914101
55,33,84,57,34,86,043914102
60,37,87,57,38,87,043914103
61,37,88,61,39,88,043914104
63,39,86,62,41,87,043914105
61,36,87,61,39,89,043914106
72,45,94,67,46,95,043914107
68,39,93,68,42,94,043914108
75,50,94,72,49,95,043914109
69,44,91,74,48,92,043914110
60,34,87,62,41,87,043914111
59,19,81,57,10,73,043917001
49,24,80,45,26,78,043917041
55,28,85,52,23,85,043917101
56,17,79,49,4,67,043918001
,,,,,,043918003
47,19,78,47,22,76,043918041
53,29,83,55,28,86,043918101
54,28,86,56,32,87,043918103
93,56,98,91,39,96,043919001
85,62,98,87,67,98,043919041
82,61,96,77,53,94,043919042
81,55,95,81,55,93,043919101
75,49,96,71,49,97,043919102
81,60,96,78,59,97,043919104
71,27,92,60,11,84,044902001
40,19,79,38,23,79,044902041
37,20,74,40,23,76,044902101
56,18,80,46,6,68,045902001
-1,-1,-1,,,,045902002
-1,-1,-1,-1,-1,-1,045902003
46,20,79,41,20,74,045902041
47,22,80,43,18,78,045902101
50,13,79,40,4,70,045903001
,,,,,,045903004
38,14,68,35,13,66,045903043
47,29,89,31,19,85,045903102
71,45,90,63,43,93,045903103
32,13,71,28,11,72,045903105
66,21,85,53,6,74,045905002
52,26,85,47,27,84,045905041
40,17,82,42,27,89,045905102
,,,,,,046802001
0,0,25,0,0,40,046802004
-1,-1,-1,-1,-1,-1,046802007
,,,,,,046802008
,,,,,,046802010
-1,-1,-1,,,,046802011
,,,,,,046802013
,,,,,,046802015
72,33,87,67,17,82,046901001
72,25,93,73,16,89,046901002
44,11,78,29,0,59,046901038
53,26,84,48,24,81,046901041
59,34,87,59,34,86,046901042
57,32,86,54,31,86,046901103
69,38,91,73,44,95,046901104
53,30,78,49,29,78,046901105
61,32,89,61,37,90,046901106
65,38,90,68,42,93,046901107
40,20,70,43,23,76,046901108
48,24,79,48,27,80,046901109
52,27,85,57,31,89,046901110
61,36,88,61,36,90,046901111
67,27,85,60,11,77,046902001
80,38,92,75,19,87,046902002
64,24,82,57,9,72,046902003
87,44,98,91,29,97,046902007
71,43,93,68,41,92,046902041
52,24,81,45,23,78,046902042
68,38,89,65,36,86,046902044
66,38,89,66,39,88,046902045
58,28,86,55,29,83,046902046
69,40,92,64,38,89,046902047
56,30,84,54,31,82,046902048
65,39,90,67,43,92,046902101
65,39,88,62,37,87,046902102
43,22,76,42,21,78,046902104
